country,date,orderedDays,CountryCode,latitude,longitude,totalVaccinations,peopleVaccinated,peopleFullyVaccinated,dailyVaccinationsRaw,dailyVaccinations,totalVaccinationsPerHundred,peopleVaccinatedPerHundred,peopleFullyVaccinatedPerHundred,dailyVaccinationsPerMillion,vaccines
Belarus,2020-12-28,16,BY,53.709807,27.953389,0,0,238915,644,1352,0,0,14.04,740,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belarus,2020-12-29,17,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,125,Oxford/AstraZeneca
Belarus,2020-12-30,18,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,221,Pfizer/BioNTech
Belarus,2020-12-31,19,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,5084,"Oxford/AstraZeneca, Pfizer/BioNTech"
Belarus,2021-01-01,20,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,2969,"Pfizer/BioNTech, Sinopharm/Beijing"
Belarus,2021-01-02,21,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,1170,Sputnik V
Belarus,2021-01-03,22,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,988,Oxford/AstraZeneca
Belarus,2021-01-04,23,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,563,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belarus,2021-01-05,24,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,2650,Pfizer/BioNTech
Belarus,2021-01-06,25,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,1890,"Moderna, Pfizer/BioNTech"
Belarus,2021-01-07,26,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,22,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belarus,2021-01-08,27,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,311,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belarus,2021-01-09,28,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,686,"Pfizer/BioNTech, Sinovac"
Belarus,2021-01-10,29,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,2844,Oxford/AstraZeneca
Belarus,2021-01-11,30,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,43,Pfizer/BioNTech
Belarus,2021-01-12,31,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,568,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
Belarus,2021-01-13,32,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,4464,Oxford/AstraZeneca
Belarus,2021-01-14,33,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,212,Pfizer/BioNTech
Belarus,2021-01-15,34,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,883,Oxford/AstraZeneca
Belarus,2021-01-16,35,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,2,"Sinopharm/Beijing, Sputnik V"
Belarus,2021-01-17,36,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,273,"Oxford/AstraZeneca, Sinopharm/Beijing"
Belarus,2021-01-18,37,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,683,Oxford/AstraZeneca
Belarus,2021-01-19,38,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,671,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belarus,2021-01-20,39,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,1214,Oxford/AstraZeneca
Belarus,2021-01-21,40,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,938,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belarus,2021-01-22,41,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,314,"Oxford/AstraZeneca, Pfizer/BioNTech"
Belarus,2021-01-23,42,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,361,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Belarus,2021-01-24,43,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,710,Pfizer/BioNTech
Belarus,2021-01-25,44,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,30869,Sputnik V
Belarus,2021-01-26,45,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,546,Sinopharm/Beijing
Belarus,2021-01-27,46,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,975,Sinovac
Belarus,2021-01-28,47,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belarus,2021-01-29,48,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,1609,"Moderna, Pfizer/BioNTech"
Belarus,2021-01-30,49,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,1652,Pfizer/BioNTech
Belarus,2021-01-31,50,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,7794,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belarus,2021-02-01,51,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,1328,"EpiVacCorona, Sputnik V"
Belarus,2021-02-02,52,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,9191,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belarus,2021-02-03,53,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,262,Sinopharm/Beijing
Belarus,2021-02-04,54,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,1768,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Belarus,2021-02-05,55,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,915,"Oxford/AstraZeneca, Sinopharm/Beijing"
Belarus,2021-02-06,56,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,182,"Moderna, Pfizer/BioNTech"
Belarus,2021-02-07,57,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,49,"Oxford/AstraZeneca, Pfizer/BioNTech"
Belarus,2021-02-08,58,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,3211,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belarus,2021-02-09,59,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,582,Oxford/AstraZeneca
Belarus,2021-02-10,60,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,221,"Oxford/AstraZeneca, Pfizer/BioNTech"
Belarus,2021-02-11,61,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,639,"Moderna, Pfizer/BioNTech"
Belarus,2021-02-12,62,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,557,"Pfizer/BioNTech, Sputnik V"
Belarus,2021-02-13,63,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,469,Sinovac
Belarus,2021-02-14,64,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,734,Oxford/AstraZeneca
Belarus,2021-02-15,65,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,125,Oxford/AstraZeneca
Belarus,2021-02-16,66,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,247,"Oxford/AstraZeneca, Pfizer/BioNTech"
Belarus,2021-02-17,67,BY,53.709807,27.953389,0,0,238915,644,403,0,0,14.04,5084,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Belarus,2021-02-18,68,BY,53.709807,27.953389,20944,20944,238915,644,403,0.22,0.22,14.04,479,"Pfizer/BioNTech, Sinovac"
Belarus,2021-02-19,69,BY,53.709807,27.953389,20944,20944,238915,644,404,0.22,0.22,14.04,1125,Oxford/AstraZeneca
Belarus,2021-02-20,70,BY,53.709807,27.953389,20944,20944,238915,644,405,0.22,0.22,14.04,1066,Sinopharm/Beijing
Belarus,2021-02-21,71,BY,53.709807,27.953389,20944,20944,238915,644,407,0.22,0.22,14.04,644,Oxford/AstraZeneca
Belarus,2021-02-22,72,BY,53.709807,27.953389,20944,20944,238915,644,408,0.22,0.22,14.04,2737,Pfizer/BioNTech
Belarus,2021-02-23,73,BY,53.709807,27.953389,20944,20944,238915,644,409,0.22,0.22,14.04,1918,Oxford/AstraZeneca
Belarus,2021-02-24,74,BY,53.709807,27.953389,20944,20944,238915,644,410,0.22,0.22,14.04,22,Oxford/AstraZeneca
Belarus,2021-02-25,75,BY,53.709807,27.953389,20944,20944,238915,644,412,0.22,0.22,14.04,295,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Belarus,2021-02-26,76,BY,53.709807,27.953389,20944,20944,238915,644,412,0.22,0.22,14.04,908,"Oxford/AstraZeneca, Pfizer/BioNTech"
Belarus,2021-02-27,77,BY,53.709807,27.953389,20944,20944,238915,644,412,0.22,0.22,14.04,3108,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belarus,2021-02-28,78,BY,53.709807,27.953389,20944,20944,238915,644,412,0.22,0.22,14.04,43,Sinovac
Belarus,2021-03-01,79,BY,53.709807,27.953389,20944,20944,238915,644,412,0.22,0.22,14.04,783,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Belarus,2021-03-02,80,BY,53.709807,27.953389,20944,20944,238915,644,412,0.22,0.22,14.04,4464,Oxford/AstraZeneca
Belarus,2021-03-03,81,BY,53.709807,27.953389,20944,20944,238915,644,412,0.22,0.22,14.04,188,Oxford/AstraZeneca
Belarus,2021-03-04,82,BY,53.709807,27.953389,20944,20944,238915,644,412,0.22,0.22,14.04,893,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belarus,2021-03-05,83,BY,53.709807,27.953389,20944,20944,238915,644,412,0.22,0.22,14.04,8,Oxford/AstraZeneca
Belarus,2021-03-06,84,BY,53.709807,27.953389,20944,20944,238915,644,412,0.22,0.22,14.04,248,Pfizer/BioNTech
Belarus,2021-03-07,85,BY,53.709807,27.953389,20944,20944,238915,644,412,0.22,0.22,14.04,604,Sputnik V
Belarus,2021-03-08,86,BY,53.709807,27.953389,20944,20944,238915,644,412,0.22,0.22,14.04,690,"Oxford/AstraZeneca, Sinovac"
Belarus,2021-03-09,87,BY,53.709807,27.953389,20944,20944,238915,644,412,0.22,0.22,14.04,1044,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belarus,2021-03-10,88,BY,53.709807,27.953389,20944,20944,238915,644,412,0.22,0.22,14.04,912,Sinopharm/Beijing
Belarus,2021-03-11,89,BY,53.709807,27.953389,20944,20944,238915,644,412,0.22,0.22,14.04,421,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belarus,2021-03-12,90,BY,53.709807,27.953389,30000,20000,10000,644,412,0.32,0.21,0.11,459,"Pfizer/BioNTech, Sinovac"
Belgium,2020-12-28,16,BE,50.503887,4.469936,298,298,10000,644,412,0,0,0.11,778,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Belgium,2020-12-29,17,BE,50.503887,4.469936,299,299,10000,1,1,0,0,0.11,29266,"Pfizer/BioNTech, Sinovac"
Belgium,2020-12-30,18,BE,50.503887,4.469936,777,777,10000,478,240,0.01,0.01,0.11,607,Pfizer/BioNTech
Belgium,2020-12-31,19,BE,50.503887,4.469936,786,786,10000,9,163,0.01,0.01,0.11,955,Pfizer/BioNTech
Belgium,2021-01-01,20,BE,50.503887,4.469936,794,794,10000,8,124,0.01,0.01,0.11,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-01-02,21,BE,50.503887,4.469936,794,794,10000,8,99,0.01,0.01,0.11,48,Pfizer/BioNTech
Belgium,2021-01-03,22,BE,50.503887,4.469936,794,794,10000,8,83,0.01,0.01,0.11,1902,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-01-04,23,BE,50.503887,4.469936,797,797,10000,8,71,0.01,0.01,0.11,7889,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-01-05,24,BE,50.503887,4.469936,2444,2444,10000,1647,306,0.02,0.02,0.11,1395,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-01-06,25,BE,50.503887,4.469936,6321,6321,10000,3877,792,0.05,0.05,0.11,267,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-01-07,26,BE,50.503887,4.469936,14500,14500,10000,8179,1959,0.13,0.13,0.11,262,Oxford/AstraZeneca
Belgium,2021-01-08,27,BE,50.503887,4.469936,23727,23727,10000,9227,3276,0.2,0.2,0.11,1768,Pfizer/BioNTech
Belgium,2021-01-09,28,BE,50.503887,4.469936,26931,26931,10000,3204,3734,0.23,0.23,0.11,1058,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-01-10,29,BE,50.503887,4.469936,27329,27329,10000,398,3790,0.24,0.24,0.11,283,Oxford/AstraZeneca
Belgium,2021-01-11,30,BE,50.503887,4.469936,32905,32905,10000,5576,4587,0.28,0.28,0.11,154,Moderna
Belgium,2021-01-12,31,BE,50.503887,4.469936,48526,48526,10000,15621,6583,0.42,0.42,0.11,3211,Oxford/AstraZeneca
Belgium,2021-01-13,32,BE,50.503887,4.469936,69854,69854,10000,21328,9076,0.6,0.6,0.11,601,"Moderna, Oxford/AstraZeneca"
Belgium,2021-01-14,33,BE,50.503887,4.469936,93004,93004,10000,23150,11215,0.8,0.8,0.11,245,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Belgium,2021-01-15,34,BE,50.503887,4.469936,116266,116266,10000,23262,13220,1,1,0.11,788,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-01-16,35,BE,50.503887,4.469936,121420,121420,10000,5154,13498,1.05,1.05,0.11,539,"Covaxin, Oxford/AstraZeneca"
Belgium,2021-01-17,36,BE,50.503887,4.469936,124718,124718,10000,3298,13913,1.08,1.08,0.11,469,Sinovac
Belgium,2021-01-18,37,BE,50.503887,4.469936,135714,135605,109,10996,14687,1.17,1.17,0,711,Sputnik V
Belgium,2021-01-19,38,BE,50.503887,4.469936,154936,154646,290,19222,15201,1.34,1.33,0,125,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-01-20,39,BE,50.503887,4.469936,176009,175296,713,21073,15165,1.52,1.51,0.01,262,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-21,40,BE,50.503887,4.469936,206051,205338,713,30042,16150,1.78,1.77,0.01,5084,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-01-22,41,BE,50.503887,4.469936,235440,234695,745,29389,17025,2.03,2.03,0.01,699,Oxford/AstraZeneca
Belgium,2021-01-23,42,BE,50.503887,4.469936,243686,242934,752,8246,17467,2.1,2.1,0.01,1086,Pfizer/BioNTech
Belgium,2021-01-24,43,BE,50.503887,4.469936,245562,244810,752,1876,17263,2.12,2.11,0.01,1248,"Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-01-25,44,BE,50.503887,4.469936,256827,256075,752,11265,17302,2.22,2.21,0.01,724,"Pfizer/BioNTech, Sinopharm/Beijing"
Belgium,2021-01-26,45,BE,50.503887,4.469936,269409,267008,2401,12582,16353,2.32,2.3,0.02,126,Sputnik V
Belgium,2021-01-27,46,BE,50.503887,4.469936,285852,280049,5803,16443,15692,2.47,2.42,0.05,2961,Oxford/AstraZeneca
Belgium,2021-01-28,47,BE,50.503887,4.469936,308772,295557,13215,22920,14674,2.66,2.55,0.11,2124,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-01-29,48,BE,50.503887,4.469936,329661,307611,22050,20889,13460,2.84,2.65,0.19,23,Pfizer/BioNTech
Belgium,2021-01-30,49,BE,50.503887,4.469936,334123,309200,24923,4462,12920,2.88,2.67,0.22,295,"Moderna, Pfizer/BioNTech"
Belgium,2021-01-31,50,BE,50.503887,4.469936,335024,309773,25251,901,12780,2.89,2.67,0.22,1116,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-02-01,51,BE,50.503887,4.469936,342690,313687,29003,7666,12266,2.96,2.71,0.25,3439,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-02-02,52,BE,50.503887,4.469936,366492,323812,42680,23802,13869,3.16,2.79,0.37,43,"Pfizer/BioNTech, Sinovac"
Belgium,2021-02-03,53,BE,50.503887,4.469936,396901,333909,62992,30409,15864,3.42,2.88,0.54,968,Oxford/AstraZeneca
Belgium,2021-02-04,54,BE,50.503887,4.469936,430407,343743,86664,33506,17376,3.71,2.97,0.75,4464,Pfizer/BioNTech
Belgium,2021-02-05,55,BE,50.503887,4.469936,460777,351626,109151,30370,18731,3.98,3.03,0.94,135,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
Belgium,2021-02-06,56,BE,50.503887,4.469936,467226,352865,114361,6449,19015,4.03,3.04,0.99,909,Oxford/AstraZeneca
Belgium,2021-02-07,57,BE,50.503887,4.469936,470591,353170,117421,3365,19367,4.06,3.05,1.01,59,Pfizer/BioNTech
Belgium,2021-02-08,58,BE,50.503887,4.469936,480635,355486,125149,10044,19706,4.15,3.07,1.08,269,Oxford/AstraZeneca
Belgium,2021-02-09,59,BE,50.503887,4.469936,507866,363502,144364,27231,20196,4.38,3.14,1.25,605,"Sinopharm/Beijing, Sputnik V"
Belgium,2021-02-10,60,BE,50.503887,4.469936,533095,370164,162931,25229,19456,4.6,3.19,1.41,717,"Oxford/AstraZeneca, Sinopharm/Beijing"
Belgium,2021-02-11,61,BE,50.503887,4.469936,569098,378202,190896,36003,19813,4.91,3.26,1.65,1056,Sinopharm/Beijing
Belgium,2021-02-12,62,BE,50.503887,4.469936,603094,384798,218296,33996,20331,5.2,3.32,1.88,888,Oxford/AstraZeneca
Belgium,2021-02-13,63,BE,50.503887,4.469936,611665,385396,226269,8571,20634,5.28,3.33,1.95,641,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-02-14,64,BE,50.503887,4.469936,613582,385469,228113,1917,20427,5.29,3.33,1.97,551,Oxford/AstraZeneca
Belgium,2021-02-15,65,BE,50.503887,4.469936,627074,387519,239555,13492,20920,5.41,3.34,2.07,850,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-02-16,66,BE,50.503887,4.469936,641476,391542,249934,14402,19087,5.53,3.38,2.16,28465,"Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-02-17,67,BE,50.503887,4.469936,661044,398584,262460,19568,18278,5.7,3.44,2.26,610,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Belgium,2021-02-18,68,BE,50.503887,4.469936,688465,409575,278890,27421,17052,5.94,3.53,2.41,934,Pfizer/BioNTech
Belgium,2021-02-19,69,BE,50.503887,4.469936,718907,427233,291674,30442,16545,6.2,3.69,2.52,185,Sputnik V
Belgium,2021-02-20,70,BE,50.503887,4.469936,724705,431459,293246,5798,16149,6.25,3.72,2.53,48,Sinopharm/Beijing
Belgium,2021-02-21,71,BE,50.503887,4.469936,726851,433344,293507,2146,16181,6.27,3.74,2.53,1914,Sinovac
Belgium,2021-02-22,72,BE,50.503887,4.469936,739344,443033,296311,12493,16039,6.38,3.82,2.56,8042,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-02-23,73,BE,50.503887,4.469936,759061,455190,303871,19717,16798,6.55,3.93,2.62,1398,"Moderna, Pfizer/BioNTech"
Belgium,2021-02-24,74,BE,50.503887,4.469936,781759,469911,311848,22698,17245,6.75,4.05,2.69,267,Pfizer/BioNTech
Belgium,2021-02-25,75,BE,50.503887,4.469936,813120,492712,320408,31361,17808,7.02,4.25,2.76,262,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-02-26,76,BE,50.503887,4.469936,844628,517637,326991,31508,17960,7.29,4.47,2.82,1768,"EpiVacCorona, Sputnik V"
Belgium,2021-02-27,77,BE,50.503887,4.469936,849046,521308,327738,4418,17763,7.33,4.5,2.83,1293,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-02-28,78,BE,50.503887,4.469936,849866,521907,327959,820,17574,7.33,4.5,2.83,351,Sinopharm/Beijing
Belgium,2021-03-01,79,BE,50.503887,4.469936,863125,532486,330639,13259,17683,7.45,4.59,2.85,301,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Belgium,2021-03-02,80,BE,50.503887,4.469936,886384,549028,337356,23259,18189,7.65,4.74,2.91,3211,"Oxford/AstraZeneca, Sinopharm/Beijing"
Belgium,2021-03-03,81,BE,50.503887,4.469936,915324,572045,343279,28940,19081,7.9,4.94,2.96,651,"Moderna, Pfizer/BioNTech"
Belgium,2021-03-04,82,BE,50.503887,4.469936,962731,611343,351388,47407,21373,8.31,5.27,3.03,260,"Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-03-05,83,BE,50.503887,4.469936,1005135,647772,357363,42404,22930,8.67,5.59,3.08,836,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-03-06,84,BE,50.503887,4.469936,1013475,655412,358063,8340,23490,8.74,5.66,3.09,551,Oxford/AstraZeneca
Belgium,2021-03-07,85,BE,50.503887,4.469936,1014942,656703,358239,1467,23582,8.76,5.67,3.09,469,"Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-03-08,86,BE,50.503887,4.469936,1032137,671953,360184,17195,24145,8.91,5.8,3.11,578,"Moderna, Pfizer/BioNTech"
Belgium,2021-03-09,87,BE,50.503887,4.469936,1059771,692623,367148,27634,24770,9.14,5.98,3.17,208,"Oxford/AstraZeneca, Sinovac"
Belgium,2021-03-10,88,BE,50.503887,4.469936,1094879,718887,375992,35108,25651,9.45,6.2,3.24,273,"Pfizer/BioNTech, Sputnik V"
Belgium,2021-03-11,89,BE,50.503887,4.469936,1145532,760401,385131,50653,26114,9.88,6.56,3.32,6101,Sinovac
Belgium,2021-03-12,90,BE,50.503887,4.469936,1187307,789751,397556,41775,26025,10.24,6.81,3.43,773,Oxford/AstraZeneca
Belgium,2021-03-13,91,BE,50.503887,4.469936,1196613,797009,399604,9306,26163,10.32,6.88,3.45,1174,Oxford/AstraZeneca
Belgium,2021-03-14,92,BE,50.503887,4.469936,1197746,797027,400719,1133,26115,10.33,6.88,3.46,1433,"Oxford/AstraZeneca, Pfizer/BioNTech"
Belgium,2021-03-15,93,BE,50.503887,4.469936,1225713,821169,404544,27967,27654,10.58,7.09,3.49,805,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Belgium,2021-03-16,94,BE,50.503887,4.469936,1266939,858997,407942,41226,29595,10.93,7.41,3.52,3313,"Pfizer/BioNTech, Sinovac"
Belgium,2021-03-17,95,BE,50.503887,4.469936,1304060,889001,415059,37121,29883,11.25,7.67,3.58,3255,Oxford/AstraZeneca
Belgium,2021-03-18,96,BE,50.503887,4.469936,1363817,935393,428424,59757,31184,11.77,8.07,3.7,2234,Sinopharm/Beijing
Belgium,2021-03-19,97,BE,50.503887,4.469936,1408025,965940,442085,44208,31531,12.15,8.33,3.81,22,Oxford/AstraZeneca
Belgium,2021-03-20,98,BE,50.503887,4.469936,1420823,977967,442856,12798,32030,12.26,8.44,3.82,295,Pfizer/BioNTech
Belgium,2021-03-21,99,BE,50.503887,4.469936,1420931,977985,442946,108,31884,12.26,8.44,3.82,1190,Oxford/AstraZeneca
Belize,2021-02-28,78,BZ,17.189877,-88.49765,0,0,442946,108,31884,0,0,3.82,3578,Oxford/AstraZeneca
Belize,2021-03-01,79,BZ,17.189877,-88.49765,0,0,442946,108,208,0,0,3.82,43,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Belize,2021-03-02,80,BZ,17.189877,-88.49765,417,417,442946,108,208,0.1,0.1,3.82,1141,"Oxford/AstraZeneca, Pfizer/BioNTech"
Belize,2021-03-03,81,BZ,17.189877,-88.49765,673,673,442946,256,224,0.17,0.17,3.82,4464,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belize,2021-03-04,82,BZ,17.189877,-88.49765,817,817,442946,144,204,0.21,0.21,3.82,98,Sinovac
Belize,2021-03-05,83,BZ,17.189877,-88.49765,996,996,442946,179,199,0.25,0.25,3.82,935,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Belize,2021-03-06,84,BZ,17.189877,-88.49765,996,996,442946,179,186,0.25,0.25,3.82,85,Oxford/AstraZeneca
Belize,2021-03-07,85,BZ,17.189877,-88.49765,996,996,442946,179,176,0.25,0.25,3.82,291,Oxford/AstraZeneca
Belize,2021-03-08,86,BZ,17.189877,-88.49765,996,996,442946,179,163,0.25,0.25,3.82,576,Sputnik V
Belize,2021-03-09,87,BZ,17.189877,-88.49765,1466,1466,442946,179,150,0.37,0.37,3.82,743,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belize,2021-03-10,88,BZ,17.189877,-88.49765,2489,2489,442946,1023,259,0.63,0.63,3.82,1222,Oxford/AstraZeneca
Belize,2021-03-11,89,BZ,17.189877,-88.49765,4933,4933,442946,2444,588,1.24,1.24,3.82,937,Pfizer/BioNTech
Belize,2021-03-12,90,BZ,17.189877,-88.49765,7444,7444,442946,2511,921,1.87,1.87,3.82,825,Sputnik V
Belize,2021-03-13,91,BZ,17.189877,-88.49765,7444,7444,442946,2511,1006,1.87,1.87,3.82,605,"Oxford/AstraZeneca, Sinovac"
Belize,2021-03-14,92,BZ,17.189877,-88.49765,7444,7444,442946,2511,1091,1.87,1.87,3.82,905,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belize,2021-03-15,93,BZ,17.189877,-88.49765,9585,9585,442946,2511,1177,2.41,2.41,3.82,27990,Sinopharm/Beijing
Belize,2021-03-16,94,BZ,17.189877,-88.49765,10972,10972,442946,1387,1358,2.76,2.76,3.82,550,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Belize,2021-03-17,95,BZ,17.189877,-88.49765,11943,11943,442946,971,1351,3,3,3.82,899,"Pfizer/BioNTech, Sinovac"
Belize,2021-03-18,96,BZ,17.189877,-88.49765,13150,13150,442946,1207,1174,3.31,3.31,3.82,185,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Belize,2021-03-19,97,BZ,17.189877,-88.49765,15006,15006,442946,1856,1080,3.77,3.77,3.82,2494,"Pfizer/BioNTech, Sinovac"
Bermuda,2021-01-10,29,BM,32.321384,-64.75737,0,0,442946,1856,1080,0,0,3.82,48,Pfizer/BioNTech
Bermuda,2021-01-11,30,BM,32.321384,-64.75737,0,0,442946,1856,278,0,0,3.82,1797,Pfizer/BioNTech
Bermuda,2021-01-12,31,BM,32.321384,-64.75737,0,0,442946,1856,278,0,0,3.82,8045,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bermuda,2021-01-13,32,BM,32.321384,-64.75737,0,0,442946,1856,278,0,0,3.82,1381,Pfizer/BioNTech
Bermuda,2021-01-14,33,BM,32.321384,-64.75737,0,0,442946,1856,278,0,0,3.82,267,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bermuda,2021-01-15,34,BM,32.321384,-64.75737,0,0,442946,1856,278,0,0,3.82,262,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bermuda,2021-01-16,35,BM,32.321384,-64.75737,1665,1665,442946,1856,278,2.67,2.67,3.82,1768,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bermuda,2021-01-17,36,BM,32.321384,-64.75737,1665,1665,442946,1856,264,2.67,2.67,3.82,1403,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
