country,date,orderedDays,CountryCode,latitude,longitude,totalVaccinations,peopleVaccinated,peopleFullyVaccinated,dailyVaccinationsRaw,dailyVaccinations,totalVaccinationsPerHundred,peopleVaccinatedPerHundred,peopleFullyVaccinatedPerHundred,dailyVaccinationsPerMillion,vaccines
Anguilla,2021-02-13,63,AI,18.220554,-63.068615,1341,1341,1264,30,149,8.94,8.94,1.64,894,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Anguilla,2021-02-14,64,AI,18.220554,-63.068615,2762,2762,1264,1421,331,18.41,18.41,1.64,2405,Sinovac
Anguilla,2021-02-15,65,AI,18.220554,-63.068615,2762,2762,1264,1421,323,18.41,18.41,1.64,29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Anguilla,2021-02-16,66,AI,18.220554,-63.068615,2762,2762,1264,1421,316,18.41,18.41,1.64,297,Oxford/AstraZeneca
Anguilla,2021-02-17,67,AI,18.220554,-63.068615,2762,2762,1264,1421,309,18.41,18.41,1.64,129,Oxford/AstraZeneca
Anguilla,2021-02-18,68,AI,18.220554,-63.068615,2762,2762,1264,1421,301,18.41,18.41,1.64,326,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Anguilla,2021-02-19,69,AI,18.220554,-63.068615,2762,2762,1264,1421,294,18.41,18.41,1.64,453,Oxford/AstraZeneca
Anguilla,2021-02-20,70,AI,18.220554,-63.068615,2762,2762,1264,1421,286,18.41,18.41,1.64,836,Sputnik V
Anguilla,2021-02-21,71,AI,18.220554,-63.068615,2762,2762,1264,1421,97,18.41,18.41,1.64,469,"Oxford/AstraZeneca, Sinovac"
Anguilla,2021-02-22,72,AI,18.220554,-63.068615,2762,2762,1264,1421,97,18.41,18.41,1.64,81,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Anguilla,2021-02-23,73,AI,18.220554,-63.068615,2762,2762,1264,1421,97,18.41,18.41,1.64,466,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Anguilla,2021-02-24,74,AI,18.220554,-63.068615,2762,2762,1264,1421,97,18.41,18.41,1.64,498,"Pfizer/BioNTech, Sinovac"
Anguilla,2021-02-25,75,AI,18.220554,-63.068615,2762,2762,1264,1421,97,18.41,18.41,1.64,176,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Anguilla,2021-02-26,76,AI,18.220554,-63.068615,3929,3929,1264,1421,97,26.19,26.19,1.64,755,"Pfizer/BioNTech, Sinovac"
Anguilla,2021-02-27,77,AI,18.220554,-63.068615,3929,3929,1264,1421,94,26.19,26.19,1.64,763,Pfizer/BioNTech
Anguilla,2021-02-28,78,AI,18.220554,-63.068615,3929,3929,1264,1421,90,26.19,26.19,1.64,346,Pfizer/BioNTech
Anguilla,2021-03-01,79,AI,18.220554,-63.068615,3929,3929,1264,1421,86,26.19,26.19,1.64,118,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Anguilla,2021-03-02,80,AI,18.220554,-63.068615,3929,3929,1264,1421,82,26.19,26.19,1.64,720,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Anguilla,2021-03-03,81,AI,18.220554,-63.068615,3929,3929,1264,1421,79,26.19,26.19,1.64,43,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Anguilla,2021-03-04,82,AI,18.220554,-63.068615,3929,3929,1264,1421,75,26.19,26.19,1.64,14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Anguilla,2021-03-05,83,AI,18.220554,-63.068615,3929,3929,1264,1421,71,26.19,26.19,1.64,213,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Anguilla,2021-03-06,84,AI,18.220554,-63.068615,3929,3929,1264,1421,71,26.19,26.19,1.64,198,Pfizer/BioNTech
Anguilla,2021-03-07,85,AI,18.220554,-63.068615,3929,3929,1264,1421,71,26.19,26.19,1.64,62,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Anguilla,2021-03-08,86,AI,18.220554,-63.068615,3929,3929,1264,1421,71,26.19,26.19,1.64,130,Moderna
Anguilla,2021-03-09,87,AI,18.220554,-63.068615,3929,3929,1264,1421,71,26.19,26.19,1.64,269,Sputnik V
Anguilla,2021-03-10,88,AI,18.220554,-63.068615,3929,3929,1264,1421,71,26.19,26.19,1.64,1225,Oxford/AstraZeneca
Anguilla,2021-03-11,89,AI,18.220554,-63.068615,3929,3929,1264,1421,71,26.19,26.19,1.64,427,"Moderna, Oxford/AstraZeneca"
Anguilla,2021-03-12,90,AI,18.220554,-63.068615,3929,3929,1264,1421,71,26.19,26.19,1.64,8900,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Anguilla,2021-03-13,91,AI,18.220554,-63.068615,5000,5000,1264,1421,71,33.33,33.33,1.64,1,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Anguilla,2021-03-14,92,AI,18.220554,-63.068615,5000,5000,1264,1421,69,33.33,33.33,1.64,472,"Covaxin, Oxford/AstraZeneca"
Anguilla,2021-03-15,93,AI,18.220554,-63.068615,5000,5000,1264,1421,68,33.33,33.33,1.64,61,Sinovac
Anguilla,2021-03-16,94,AI,18.220554,-63.068615,5000,5000,1264,1421,66,33.33,33.33,1.64,139,Sputnik V
Anguilla,2021-03-17,95,AI,18.220554,-63.068615,5000,5000,1264,1421,64,33.33,33.33,1.64,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Anguilla,2021-03-18,96,AI,18.220554,-63.068615,5000,5000,1264,1421,62,33.33,33.33,1.64,45,"Moderna, Pfizer/BioNTech"
Anguilla,2021-03-19,97,AI,18.220554,-63.068615,5348,5348,1264,1421,60,35.65,35.65,1.64,12809,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2020-12-29,17,AR,-38.416097,-63.616672,700,5348,1264,1421,600,0,35.65,1.64,134,Pfizer/BioNTech
Argentina,2020-12-30,18,AR,-38.416097,-63.616672,700,5348,1264,1421,15656,0,35.65,1.64,262,"Pfizer/BioNTech, Sinopharm/Beijing"
Argentina,2020-12-31,19,AR,-38.416097,-63.616672,32013,5348,1264,1421,15656,0.07,35.65,1.64,673,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-01-01,20,AR,-38.416097,-63.616672,32013,5348,1264,1421,11070,0.07,35.65,1.64,99,Pfizer/BioNTech
Argentina,2021-01-02,21,AR,-38.416097,-63.616672,32013,5348,1264,1421,8776,0.07,35.65,1.64,29,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-01-03,22,AR,-38.416097,-63.616672,32013,5348,1264,1421,7400,0.07,35.65,1.64,3211,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-01-04,23,AR,-38.416097,-63.616672,39599,5348,1264,1421,6483,0.09,35.65,1.64,100,Oxford/AstraZeneca
Argentina,2021-01-05,24,AR,-38.416097,-63.616672,39599,5348,1264,1421,7984,0.09,35.65,1.64,313,"Pfizer/BioNTech, Sinovac"
Argentina,2021-01-06,25,AR,-38.416097,-63.616672,39599,5348,1264,1421,8173,0.09,35.65,1.64,402,Pfizer/BioNTech
Argentina,2021-01-07,26,AR,-38.416097,-63.616672,39599,5348,1264,1421,8363,0.09,35.65,1.64,681,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
Argentina,2021-01-08,27,AR,-38.416097,-63.616672,107542,5348,1264,1421,10519,0.24,35.65,1.64,469,Oxford/AstraZeneca
Argentina,2021-01-09,28,AR,-38.416097,-63.616672,107542,5348,1264,1421,11942,0.24,35.65,1.64,121,Pfizer/BioNTech
Argentina,2021-01-10,29,AR,-38.416097,-63.616672,107542,5348,1264,1421,13365,0.24,35.65,1.64,466,Oxford/AstraZeneca
Argentina,2021-01-11,30,AR,-38.416097,-63.616672,107542,5348,1264,1421,14788,0.24,35.65,1.64,599,"Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-12,31,AR,-38.416097,-63.616672,107542,5348,1264,1421,14056,0.24,35.65,1.64,176,"Oxford/AstraZeneca, Sinopharm/Beijing"
Argentina,2021-01-13,32,AR,-38.416097,-63.616672,166833,5348,1264,1421,13323,0.37,35.65,1.64,775,Oxford/AstraZeneca
Argentina,2021-01-14,33,AR,-38.416097,-63.616672,166833,5348,1264,1421,13320,0.37,35.65,1.64,834,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-01-15,34,AR,-38.416097,-63.616672,200759,5348,1264,1421,13317,0.44,35.65,1.64,245,"Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-01-16,35,AR,-38.416097,-63.616672,200759,5348,1264,1421,12971,0.44,35.65,1.64,94,Pfizer/BioNTech
Argentina,2021-01-17,36,AR,-38.416097,-63.616672,200759,5348,1264,1421,12624,0.44,35.65,1.64,739,Sputnik V
Argentina,2021-01-18,37,AR,-38.416097,-63.616672,200759,5348,1264,1421,12278,0.44,35.65,1.64,43,Sinopharm/Beijing
Argentina,2021-01-19,38,AR,-38.416097,-63.616672,200759,5348,1264,1421,11932,0.44,35.65,1.64,11,Sinovac
Argentina,2021-01-20,39,AR,-38.416097,-63.616672,247933,243539,4394,1421,11586,0.55,0.54,0.01,145,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-01-21,40,AR,-38.416097,-63.616672,265724,249372,16352,17791,11704,0.59,0.55,0.04,221,"Moderna, Pfizer/BioNTech"
Argentina,2021-01-22,41,AR,-38.416097,-63.616672,279602,254456,25146,13878,11263,0.62,0.56,0.06,26,Pfizer/BioNTech
Argentina,2021-01-23,42,AR,-38.416097,-63.616672,288064,258876,29188,8462,11124,0.64,0.57,0.06,161,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-01-24,43,AR,-38.416097,-63.616672,292023,260036,31987,3959,10342,0.65,0.58,0.07,269,"EpiVacCorona, Sputnik V"
Argentina,2021-01-25,44,AR,-38.416097,-63.616672,292386,260122,32264,363,9046,0.65,0.58,0.07,1060,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-01-26,45,AR,-38.416097,-63.616672,305880,266969,38911,13494,9626,0.68,0.59,0.09,430,Sinopharm/Beijing
Argentina,2021-01-27,46,AR,-38.416097,-63.616672,318033,272323,45710,12153,10014,0.7,0.6,0.1,83,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Argentina,2021-01-28,47,AR,-38.416097,-63.616672,327999,276548,51451,9966,8896,0.73,0.61,0.11,1,"Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-01-29,48,AR,-38.416097,-63.616672,344034,278451,65583,16035,9205,0.76,0.62,0.15,437,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-01-30,49,AR,-38.416097,-63.616672,366384,281023,85361,22350,11189,0.81,0.62,0.19,52,Oxford/AstraZeneca
Argentina,2021-01-31,50,AR,-38.416097,-63.616672,366384,281023,85361,22350,11299,0.81,0.62,0.19,163,"Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-02-01,51,AR,-38.416097,-63.616672,375851,281577,94274,22350,11924,0.83,0.62,0.21,185,"Pfizer/BioNTech, Sputnik V"
Argentina,2021-02-02,52,AR,-38.416097,-63.616672,375851,281577,94274,22350,11475,0.83,0.62,0.21,111,Sinovac
Argentina,2021-02-03,53,AR,-38.416097,-63.616672,396562,284196,112366,22350,11218,0.88,0.63,0.25,13349,Oxford/AstraZeneca
Argentina,2021-02-04,54,AR,-38.416097,-63.616672,444018,297717,146301,47456,16574,0.98,0.66,0.32,144,Oxford/AstraZeneca
Argentina,2021-02-05,55,AR,-38.416097,-63.616672,444018,297717,146301,47456,16238,0.98,0.66,0.32,262,"Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-02-06,56,AR,-38.416097,-63.616672,471383,307501,163882,47456,15000,1.04,0.68,0.36,539,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Argentina,2021-02-07,57,AR,-38.416097,-63.616672,501152,319316,181836,29769,18576,1.11,0.71,0.4,99,"Pfizer/BioNTech, Sinovac"
Argentina,2021-02-08,58,AR,-38.416097,-63.616672,511582,322318,189264,10430,19390,1.13,0.71,0.42,31,Oxford/AstraZeneca
Argentina,2021-02-09,59,AR,-38.416097,-63.616672,513178,322975,190203,1596,18139,1.14,0.71,0.42,3211,Sinopharm/Beijing
Argentina,2021-02-10,60,AR,-38.416097,-63.616672,535303,337772,197531,22125,19820,1.18,0.75,0.44,80,Pfizer/BioNTech
Argentina,2021-02-11,61,AR,-38.416097,-63.616672,572928,362649,210279,37625,18416,1.27,0.8,0.47,252,Oxford/AstraZeneca
Argentina,2021-02-12,62,AR,-38.416097,-63.616672,591632,368023,223609,18704,19133,1.31,0.81,0.49,310,Oxford/AstraZeneca
Argentina,2021-02-13,63,AR,-38.416097,-63.616672,606245,371629,234616,14613,19266,1.34,0.82,0.52,545,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Argentina,2021-02-14,64,AR,-38.416097,-63.616672,609605,372122,237483,3360,15493,1.35,0.82,0.53,469,"Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-02-15,65,AR,-38.416097,-63.616672,609791,372181,237610,186,14030,1.35,0.82,0.53,111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-02-16,66,AR,-38.416097,-63.616672,611169,373253,237916,1378,13999,1.35,0.83,0.53,466,Sinovac
Argentina,2021-02-17,67,AR,-38.416097,-63.616672,612322,374002,238320,1153,11003,1.35,0.83,0.53,494,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Argentina,2021-02-18,68,AR,-38.416097,-63.616672,635583,392399,243184,23261,8951,1.41,0.87,0.54,176,Oxford/AstraZeneca
Argentina,2021-02-19,69,AR,-38.416097,-63.616672,668654,414958,253696,33071,11003,1.48,0.92,0.56,796,Oxford/AstraZeneca
Argentina,2021-02-20,70,AR,-38.416097,-63.616672,707148,445614,261534,38494,14415,1.56,0.99,0.58,904,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-02-21,71,AR,-38.416097,-63.616672,720267,456929,263338,13119,15809,1.59,1.01,0.58,194,Oxford/AstraZeneca
Argentina,2021-02-22,72,AR,-38.416097,-63.616672,722234,458822,263412,1967,16063,1.6,1.02,0.58,79,Sputnik V
Argentina,2021-02-23,73,AR,-38.416097,-63.616672,746615,481689,264926,24381,19349,1.65,1.07,0.59,717,"Oxford/AstraZeneca, Sinovac"
Argentina,2021-02-24,74,AR,-38.416097,-63.616672,780455,513394,267061,33840,24019,1.73,1.14,0.59,43,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-02-25,75,AR,-38.416097,-63.616672,829832,558831,271001,49377,27750,1.84,1.24,0.6,9,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-02-26,76,AR,-38.416097,-63.616672,903915,620635,283280,74083,33609,2,1.37,0.63,115,"Pfizer/BioNTech, Sinovac"
Argentina,2021-02-27,77,AR,-38.416097,-63.616672,984895,694470,290425,80980,39678,2.18,1.54,0.64,228,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Argentina,2021-02-28,78,AR,-38.416097,-63.616672,1025003,731571,293432,40108,43534,2.27,1.62,0.65,2,"Pfizer/BioNTech, Sinovac"
Argentina,2021-03-01,79,AR,-38.416097,-63.616672,1049169,755212,293957,24166,46705,2.32,1.67,0.65,192,Pfizer/BioNTech
Argentina,2021-03-02,80,AR,-38.416097,-63.616672,1126108,823446,302662,76939,54213,2.49,1.82,0.67,269,Pfizer/BioNTech
Argentina,2021-03-03,81,AR,-38.416097,-63.616672,1181292,874916,306376,55184,57262,2.61,1.94,0.68,1136,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-03-04,82,AR,-38.416097,-63.616672,1252461,941695,310766,71169,60376,2.77,2.08,0.69,346,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-03-05,83,AR,-38.416097,-63.616672,1357596,1030504,327092,105135,64812,3,2.28,0.72,83,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-03-06,84,AR,-38.416097,-63.616672,1357596,1030504,327092,105135,65277,3,2.28,0.72,1,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-03-07,85,AR,-38.416097,-63.616672,1526078,1182874,343204,105135,71582,3.38,2.62,0.76,468,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-03-08,86,AR,-38.416097,-63.616672,1546699,1202998,343701,20621,71076,3.42,2.66,0.76,52,Oxford/AstraZeneca
Argentina,2021-03-09,87,AR,-38.416097,-63.616672,1648957,1301787,347170,102258,74693,3.65,2.88,0.77,178,Pfizer/BioNTech
Argentina,2021-03-10,88,AR,-38.416097,-63.616672,1774438,1424984,349454,125481,84735,3.93,3.15,0.77,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-03-11,89,AR,-38.416097,-63.616672,1919074,1564555,354519,144636,95230,4.25,3.46,0.78,111,Moderna
Argentina,2021-03-12,90,AR,-38.416097,-63.616672,2098205,1719543,378662,179131,105801,4.64,3.8,0.84,13993,Oxford/AstraZeneca
Argentina,2021-03-13,91,AR,-38.416097,-63.616672,2294738,1876113,418625,196533,121843,5.08,4.15,0.93,226,"Moderna, Oxford/AstraZeneca"
Argentina,2021-03-14,92,AR,-38.416097,-63.616672,2381429,1932696,448733,86691,122193,5.27,4.28,0.99,262,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Argentina,2021-03-15,93,AR,-38.416097,-63.616672,2404194,1952883,451311,22765,122499,5.32,4.32,1,449,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-03-16,94,AR,-38.416097,-63.616672,2541362,2064529,476833,137168,127486,5.62,4.57,1.06,99,"Covaxin, Oxford/AstraZeneca"
Argentina,2021-03-17,95,AR,-38.416097,-63.616672,2668103,2170116,497987,126741,127666,5.9,4.8,1.1,34,Sinovac
Argentina,2021-03-18,96,AR,-38.416097,-63.616672,2805153,2289249,515904,137050,126583,6.21,5.07,1.14,3211,Sputnik V
Argentina,2021-03-19,97,AR,-38.416097,-63.616672,2939364,2382859,556505,134211,120166,6.5,5.27,1.23,67,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-03-20,98,AR,-38.416097,-63.616672,3063864,2472426,591438,124500,109875,6.78,5.47,1.31,216,"Moderna, Pfizer/BioNTech"
Argentina,2021-03-21,99,AR,-38.416097,-63.616672,3119828,2514480,605348,55964,105486,6.9,5.56,1.34,256,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Argentina,2021-03-22,100,AR,-38.416097,-63.616672,3142444,2535054,607390,22616,105464,6.95,5.61,1.34,454,Pfizer/BioNTech
Australia,2021-02-15,65,AU,-25.274398,133.775136,0,0,607390,22616,105464,0,0,1.34,469,"Pfizer/BioNTech, Sinopharm/Beijing"
Australia,2021-02-16,66,AU,-25.274398,133.775136,0,0,607390,0,105464,0,0,1.34,106,Sputnik V
Australia,2021-02-17,67,AU,-25.274398,133.775136,0,0,607390,0,105464,0,0,1.34,466,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2021-02-18,68,AU,-25.274398,133.775136,0,0,607390,0,105464,0,0,1.34,444,Pfizer/BioNTech
Australia,2021-02-19,69,AU,-25.274398,133.775136,0,0,607390,0,105464,0,0,1.34,176,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2021-02-20,70,AU,-25.274398,133.775136,0,0,607390,0,105464,0,0,1.34,816,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2021-02-21,71,AU,-25.274398,133.775136,0,0,607390,0,105464,0,0,1.34,974,Oxford/AstraZeneca
Australia,2021-02-22,72,AU,-25.274398,133.775136,20,20,607390,20,3,0,0,1.34,164,"Pfizer/BioNTech, Sinovac"
Australia,2021-02-23,73,AU,-25.274398,133.775136,2879,2879,607390,2859,411,0.01,0.01,1.34,68,Pfizer/BioNTech
Australia,2021-02-24,74,AU,-25.274398,133.775136,6908,6908,607390,4029,987,0.03,0.03,1.34,594,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
Australia,2021-02-25,75,AU,-25.274398,133.775136,17500,17500,607390,10592,2500,0.07,0.07,1.34,43,Oxford/AstraZeneca
Australia,2021-02-26,76,AU,-25.274398,133.775136,25000,25000,607390,7500,3571,0.1,0.1,1.34,7,Pfizer/BioNTech
Australia,2021-02-27,77,AU,-25.274398,133.775136,30000,30000,607390,5000,4286,0.12,0.12,1.34,97,Oxford/AstraZeneca
Australia,2021-02-28,78,AU,-25.274398,133.775136,31894,31894,607390,1894,4556,0.13,0.13,1.34,234,"Sinopharm/Beijing, Sputnik V"
Australia,2021-03-01,79,AU,-25.274398,133.775136,33702,33702,607390,1808,4812,0.13,0.13,1.34,2,"Oxford/AstraZeneca, Sinopharm/Beijing"
Australia,2021-03-02,80,AU,-25.274398,133.775136,41907,41907,607390,8205,5575,0.16,0.16,1.34,223,Oxford/AstraZeneca
Australia,2021-03-03,81,AU,-25.274398,133.775136,50840,50840,607390,8933,6276,0.2,0.2,1.34,269,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2021-03-04,82,AU,-25.274398,133.775136,61008,61008,607390,10168,6215,0.24,0.24,1.34,1120,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2021-03-05,83,AU,-25.274398,133.775136,71867,71867,607390,10859,6695,0.28,0.28,1.34,290,Pfizer/BioNTech
Australia,2021-03-06,84,AU,-25.274398,133.775136,76940,76940,607390,5073,6706,0.3,0.3,1.34,83,Sputnik V
Australia,2021-03-07,85,AU,-25.274398,133.775136,81345,81345,607390,4405,7064,0.32,0.32,1.34,1,Sinopharm/Beijing
Australia,2021-03-08,86,AU,-25.274398,133.775136,86369,86369,607390,5024,7524,0.34,0.34,1.34,443,Sinovac
Australia,2021-03-09,87,AU,-25.274398,133.775136,94908,94908,607390,8539,7572,0.37,0.37,1.34,55,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2021-03-10,88,AU,-25.274398,133.775136,106200,106200,607390,11292,7909,0.42,0.42,1.34,188,"Moderna, Pfizer/BioNTech"
Australia,2021-03-11,89,AU,-25.274398,133.775136,125000,125000,607390,18800,9142,0.49,0.49,1.34,185,Pfizer/BioNTech
Australia,2021-03-12,90,AU,-25.274398,133.775136,135103,135103,607390,10103,9034,0.53,0.53,1.34,111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2021-03-13,91,AU,-25.274398,133.775136,159294,159294,607390,24191,11765,0.62,0.62,1.34,14739,"EpiVacCorona, Sputnik V"
Australia,2021-03-14,92,AU,-25.274398,133.775136,162551,159294,607390,3257,11601,0.64,0.62,1.34,277,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2021-03-15,93,AU,-25.274398,133.775136,164781,159294,607390,2230,11202,0.65,0.62,1.34,262,Sinopharm/Beijing
Australia,2021-03-16,94,AU,-25.274398,133.775136,182437,159294,607390,17656,12504,0.72,0.62,1.34,385,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Australia,2021-03-17,95,AU,-25.274398,133.775136,203557,159294,607390,21120,13908,0.8,0.62,1.34,99,"Oxford/AstraZeneca, Sinopharm/Beijing"
Australia,2021-03-18,96,AU,-25.274398,133.775136,226057,159294,607390,22500,14437,0.89,0.62,1.34,37,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2021-03-19,97,AU,-25.274398,133.775136,240754,159294,607390,14697,15093,0.94,0.62,1.34,3211,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2021-03-20,98,AU,-25.274398,133.775136,253831,159294,607390,13077,13505,1,0.62,1.34,57,Oxford/AstraZeneca
Australia,2021-03-21,99,AU,-25.274398,133.775136,257019,159294,607390,3188,13495,1.01,0.62,1.34,232,"Oxford/AstraZeneca, Pfizer/BioNTech"
Australia,2021-03-22,100,AU,-25.274398,133.775136,282184,159294,607390,25165,16772,1.11,0.62,1.34,215,"Pfizer/BioNTech, Sputnik V"
Austria,2020-12-27,15,AT,47.516231,14.550072,712,712,607390,25165,16772,0.01,0.01,1.34,389,Sinovac
Austria,2020-12-28,16,AT,47.516231,14.550072,2002,2002,607390,1290,1290,0.02,0.02,1.34,469,Oxford/AstraZeneca
Austria,2020-12-29,17,AT,47.516231,14.550072,3615,3615,607390,1613,1452,0.04,0.04,1.34,94,Oxford/AstraZeneca
Austria,2020-12-30,18,AT,47.516231,14.550072,4955,4955,607390,1340,1414,0.06,0.06,1.34,417,"Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,2020-12-31,19,AT,47.516231,14.550072,4963,4963,607390,8,1063,0.06,0.06,1.34,419,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
Austria,2021-01-01,20,AT,47.516231,14.550072,4964,4964,607390,1,850,0.06,0.06,1.34,176,"Pfizer/BioNTech, Sinovac"
Austria,2021-01-02,21,AT,47.516231,14.550072,4968,4968,607390,4,709,0.06,0.06,1.34,836,Oxford/AstraZeneca
Austria,2021-01-03,22,AT,47.516231,14.550072,4969,4969,607390,1,608,0.06,0.06,1.34,1007,Sinopharm/Beijing
Austria,2021-01-04,23,AT,47.516231,14.550072,5082,5082,607390,113,440,0.06,0.06,1.34,143,Pfizer/BioNTech
Austria,2021-01-05,24,AT,47.516231,14.550072,6641,6641,607390,1559,432,0.07,0.07,1.34,49,Oxford/AstraZeneca
Austria,2021-01-06,25,AT,47.516231,14.550072,7470,7470,607390,829,359,0.08,0.08,1.34,554,Oxford/AstraZeneca
Austria,2021-01-07,26,AT,47.516231,14.550072,10614,10614,607390,3144,807,0.12,0.12,1.34,43,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
Austria,2021-01-08,27,AT,47.516231,14.550072,23500,23500,607390,12886,2648,0.26,0.26,1.34,6,"Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,2021-01-09,28,AT,47.516231,14.550072,27875,27875,607390,4375,3272,0.31,0.31,1.34,85,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,2021-01-10,29,AT,47.516231,14.550072,30065,30065,607390,2190,3585,0.33,0.33,1.34,296,Sinovac
Austria,2021-01-11,30,AT,47.516231,14.550072,35617,35617,607390,5552,4362,0.4,0.4,1.34,3,Oxford/AstraZeneca
Austria,2021-01-12,31,AT,47.516231,14.550072,49861,49861,607390,14244,6174,0.55,0.55,1.34,254,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Austria,2021-01-13,32,AT,47.516231,14.550072,64735,64735,607390,14874,8181,0.72,0.72,1.34,252,Oxford/AstraZeneca
Austria,2021-01-14,33,AT,47.516231,14.550072,80955,80955,607390,16220,10049,0.9,0.9,1.34,1130,Oxford/AstraZeneca
Austria,2021-01-15,34,AT,47.516231,14.550072,98552,98549,3,17597,10722,1.09,1.09,0,251,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Austria,2021-01-16,35,AT,47.516231,14.550072,105168,105155,13,6616,11042,1.17,1.17,0,83,Oxford/AstraZeneca
Austria,2021-01-17,36,AT,47.516231,14.550072,110773,110406,367,5605,11530,1.23,1.23,0,4,Sputnik V
